Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
1966-05-22;06:00:00;12.2;G
1966-05-23;06:00:00;12.5;G
1966-05-24;06:00:00;9.0;G
1966-05-25;06:00:00;8.0;G
1966-05-26;06:00:00;7.0;G
1966-05-27;06:00:00;8.8;G
1966-05-28;06:00:00;10.5;G
1966-05-29;06:00:00;13.4;G
1966-05-30;06:00:00;11.6;G
1966-05-31;06:00:00;12.0;G
1966-06-01;06:00:00;9.7;G
1966-06-02;06:00:00;10.0;G
1966-06-03;06:00:00;10.8;G
1966-06-04;06:00:00;13.4;G
1966-06-05;06:00:00;15.5;G
1966-06-06;06:00:00;14.5;G
1966-06-07;06:00:00;12.3;G
1966-06-08;06:00:00;14.6;G
1966-06-09;06:00:00;12.3;G
1966-06-10;06:00:00;13.5;G
1966-06-11;06:00:00;14.8;G
1966-06-12;06:00:00;18.6;G
1966-06-13;06:00:00;16.8;G
1966-06-14;06:00:00;15.8;G
1966-06-15;06:00:00;17.0;G
1966-06-16;06:00:00;18.4;G
1966-06-17;06:00:00;18.0;G
1966-06-18;06:00:00;19.2;G
1966-06-19;06:00:00;20.6;G
1966-06-20;06:00:00;15.2;G
1966-06-21;06:00:00;13.0;G
1966-06-22;06:00:00;16.0;G
1966-06-23;06:00:00;16.0;G
1966-06-24;06:00:00;16.8;G
1966-06-25;06:00:00;15.3;G
1966-06-26;06:00:00;17.4;G
1966-06-27;06:00:00;14.5;G
1966-06-28;06:00:00;14.2;G
1966-06-29;06:00:00;15.5;G
1966-06-30;06:00:00;17.8;G
1966-07-01;06:00:00;15.0;G
1966-07-02;06:00:00;15.0;G
1966-07-03;06:00:00;16.0;G
1966-07-04;06:00:00;16.0;G
1966-07-05;06:00:00;15.5;G
1966-07-06;06:00:00;16.0;G
1966-07-07;06:00:00;16.0;G
1966-07-08;06:00:00;15.0;G
1966-07-09;06:00:00;15.0;G
1966-07-10;06:00:00;17.0;G
1966-07-11;06:00:00;15.3;G
1966-07-12;06:00:00;14.0;G
1966-07-13;06:00:00;16.0;G
1966-07-14;06:00:00;15.6;G
1966-07-15;06:00:00;12.8;G
1966-07-16;06:00:00;14.8;G
1966-07-17;06:00:00;13.0;G
1966-07-18;06:00:00;15.0;G
1966-07-19;06:00:00;17.8;G
1966-07-20;06:00:00;19.2;G
1966-07-21;06:00:00;20.4;G
1966-07-22;06:00:00;19.4;G
1966-07-23;06:00:00;15.0;G
1966-07-24;06:00:00;16.2;G
1966-07-25;06:00:00;17.2;G
1966-07-26;06:00:00;14.2;G
1966-07-27;06:00:00;15.5;G
1966-07-28;06:00:00;14.2;G
1966-07-29;06:00:00;15.0;G
1966-07-30;06:00:00;16.0;G
1966-07-31;06:00:00;14.6;G
1966-08-01;06:00:00;13.8;G
1966-08-02;06:00:00;13.6;G
1966-08-03;06:00:00;14.0;G
1966-08-04;06:00:00;16.6;G
1966-08-05;06:00:00;14.5;G
1966-08-06;06:00:00;14.8;G
1966-08-07;06:00:00;15.0;G
1966-08-08;06:00:00;15.0;G
1966-08-09;06:00:00;16.0;G
1966-08-10;06:00:00;15.0;G
1966-08-11;06:00:00;16.1;G
1966-08-12;06:00:00;15.8;G
1966-08-13;06:00:00;19.0;G
1966-08-14;06:00:00;20.8;G
1966-08-15;06:00:00;12.5;G
1966-08-16;06:00:00;13.4;G
1966-08-17;06:00:00;10.0;G
1966-08-18;06:00:00;11.0;G
1966-08-19;06:00:00;11.5;G
1966-08-20;06:00:00;15.8;G
1966-08-21;06:00:00;19.4;G
1966-08-22;06:00:00;15.0;G
1966-08-23;06:00:00;12.4;G
1966-08-24;06:00:00;11.0;G
1966-08-25;06:00:00;11.2;G
1966-08-26;06:00:00;10.8;G
1966-08-27;06:00:00;14.2;G
1966-08-28;06:00:00;12.9;G
1966-08-29;06:00:00;10.0;G
1966-08-30;06:00:00;11.5;G
1966-08-31;06:00:00;13.6;G
1966-09-01;06:00:00;13.7;G
1966-09-02;06:00:00;13.0;G
1966-09-03;06:00:00;15.0;G
1966-09-04;06:00:00;14.2;G
1966-09-05;06:00:00;15.0;G
1966-09-06;06:00:00;12.8;G
1966-09-07;06:00:00;13.8;G
1966-09-08;06:00:00;13.0;G
1966-09-09;06:00:00;12.0;G
1966-09-10;06:00:00;12.2;G
1966-09-11;06:00:00;14.8;G
1966-09-12;06:00:00;15.0;G
1966-09-13;06:00:00;16.5;G
1966-09-14;06:00:00;12.2;G
1966-09-15;06:00:00;12.4;G
1966-09-16;06:00:00;12.2;G
1966-09-17;06:00:00;13.0;G
1966-09-18;06:00:00;7.6;G
1966-09-19;06:00:00;5.0;G
1966-09-20;06:00:00;13.2;G
1966-09-21;06:00:00;12.8;G
1966-09-22;06:00:00;12.0;G
1966-09-23;06:00:00;10.5;G
1966-09-24;06:00:00;11.8;G
1966-09-25;06:00:00;9.8;G
1966-09-26;06:00:00;11.2;G
1966-09-27;06:00:00;11.0;G
1966-09-28;06:00:00;2.0;G
1966-09-29;06:00:00;2.1;G
1966-09-30;06:00:00;7.0;G
1966-10-01;06:00:00;7.0;G
1966-10-02;06:00:00;14.0;G
1966-10-03;06:00:00;13.2;G
1966-10-04;06:00:00;14.4;G
1966-10-05;06:00:00;11.0;G
1966-10-06;06:00:00;8.0;G
1966-10-07;06:00:00;12.2;G
1966-10-08;06:00:00;12.0;G
1966-10-09;06:00:00;13.0;G
1966-10-10;06:00:00;8.5;G
1966-10-11;06:00:00;11.2;G
1966-10-12;06:00:00;7.8;G
1966-10-13;06:00:00;5.2;G
1966-10-14;06:00:00;6.8;G
1966-10-15;06:00:00;8.8;G
1966-10-16;06:00:00;11.2;G
1966-10-17;06:00:00;11.4;G
1966-10-18;06:00:00;8.0;G
1966-10-19;06:00:00;11.4;G
1966-10-20;06:00:00;11.5;G
1966-10-21;06:00:00;9.7;G
1966-10-22;06:00:00;10.8;G
1966-10-23;06:00:00;9.4;G
1966-10-24;06:00:00;8.2;G
1966-10-25;06:00:00;4.0;G
1966-10-26;06:00:00;6.0;G
1966-10-27;06:00:00;6.0;G
1966-10-28;06:00:00;2.5;G
1966-10-29;06:00:00;-3.0;G
1966-10-30;06:00:00;-2.1;G
1966-10-31;06:00:00;-1.8;G
1966-11-01;06:00:00;0.0;G
1966-11-02;06:00:00;0.8;G
1966-11-03;06:00:00;2.0;G
1966-11-04;06:00:00;5.0;G
1966-11-05;06:00:00;10.0;G
1966-11-06;06:00:00;4.0;G
1966-11-07;06:00:00;3.6;G
1966-11-08;06:00:00;6.8;G
1966-11-09;06:00:00;8.0;G
1966-11-10;06:00:00;6.8;G
1966-11-11;06:00:00;4.8;G
1966-11-12;06:00:00;-2.0;G
1966-11-13;06:00:00;4.2;G
1966-11-14;06:00:00;4.8;G
1966-11-15;06:00:00;3.0;G
1966-11-16;06:00:00;4.2;G
1966-11-17;06:00:00;3.6;G
1966-11-18;06:00:00;2.5;G
1966-11-19;06:00:00;4.5;G
1966-11-20;06:00:00;2.9;G
1966-11-21;06:00:00;4.6;G
1966-11-22;06:00:00;2.5;G
1966-11-23;06:00:00;2.0;G
1966-11-24;06:00:00;0.8;G
1966-11-25;06:00:00;2.0;G
1966-11-26;06:00:00;4.6;G
1966-11-27;06:00:00;5.2;G
1966-11-28;06:00:00;6.5;G
1966-11-29;06:00:00;1.0;G
1966-11-30;06:00:00;3.5;G
1966-12-01;06:00:00;3.8;G
1966-12-02;06:00:00;6.0;G
1966-12-03;06:00:00;6.2;G
1966-12-04;06:00:00;5.0;G
1966-12-05;06:00:00;0.7;G
1966-12-06;06:00:00;3.8;G
1966-12-07;06:00:00;1.8;G
1966-12-08;06:00:00;2.7;G
1966-12-09;06:00:00;4.0;G
1966-12-10;06:00:00;2.0;G
1966-12-11;06:00:00;1.8;G
1966-12-12;06:00:00;-1.0;G
1966-12-13;06:00:00;0.9;G
1966-12-14;06:00:00;1.5;G
1966-12-15;06:00:00;-2.0;G
1966-12-16;06:00:00;-5.0;G
1966-12-17;06:00:00;2.0;G
1966-12-18;06:00:00;7.0;G
1966-12-19;06:00:00;6.0;G
1966-12-20;06:00:00;2.8;G
1966-12-21;06:00:00;-2.8;G
1966-12-22;06:00:00;-1.0;G
1966-12-23;06:00:00;-0.5;G
1966-12-24;06:00:00;4.0;G
1966-12-25;06:00:00;1.8;G
1966-12-26;06:00:00;-0.2;G
1966-12-27;06:00:00;-4.5;G
1966-12-28;06:00:00;-3.0;G
1966-12-29;06:00:00;3.0;G
1966-12-30;06:00:00;2.0;G
1966-12-31;06:00:00;2.5;G
